date,plan,channel,mrr
2025-07-09,SMB,Paid,3511.77
2025-07-09,SMB,Referral,1534.49
2025-07-09,Self-serve,Organic,2919.17
2025-07-09,Self-serve,Paid,2018.85
2025-07-09,Self-serve,Referral,895.05
2025-07-10,Enterprise,Organic,6680.39
2025-07-10,Enterprise,Paid,4422.00
2025-07-10,Enterprise,Referral,1891.51
2025-07-10,SMB,Organic,5225.28
2025-07-10,SMB,Paid,3523.34
2025-07-10,SMB,Referral,1561.89
2025-07-10,Self-serve,Organic,3017.38
2025-07-10,Self-serve,Paid,1985.13
2025-07-10,Self-serve,Referral,847.04
2025-07-11,Enterprise,Organic,6841.67
2025-07-11,Enterprise,Paid,4608.20
2025-07-11,Enterprise,Referral,1929.75
2025-07-11,SMB,Organic,4924.82
2025-07-11,SMB,Paid,3492.43
2025-07-11,SMB,Referral,1465.74
2025-07-11,Self-serve,Organic,2972.04
2025-07-11,Self-serve,Paid,1979.48
2025-07-11,Self-serve,Referral,897.09
2025-07-12,Enterprise,Organic,5203.12
2025-07-12,Enterprise,Paid,3571.11
2025-07-12,Enterprise,Referral,1559.72
2025-07-12,SMB,Organic,3773.64
2025-07-12,SMB,Paid,2856.88
2025-07-12,SMB,Referral,1222.56
2025-07-12,Self-serve,Organic,2398.54
2025-07-12,Self-serve,Paid,1545.72
2025-07-12,Self-serve,Referral,726.66
2025-07-13,Enterprise,Organic,5400.95
2025-07-13,Enterprise,Paid,3828.42
2025-07-13,Enterprise,Referral,1578.85
2025-07-13,SMB,Organic,4224.51
2025-07-13,SMB,Paid,2743.20
2025-07-13,SMB,Referral,1256.25
2025-07-13,Self-serve,Organic,2288.55
2025-07-13,Self-serve,Paid,1558.68
2025-07-13,Self-serve,Referral,679.12
2025-07-14,Enterprise,Organic,6784.49
2025-07-14,Enterprise,Paid,4630.93
2025-07-14,Enterprise,Referral,2057.97
2025-07-14,SMB,Organic,4989.74
2025-07-14,SMB,Paid,3457.49
2025-07-14,SMB,Referral,1647.95
2025-07-14,Self-serve,Organic,3096.57
2025-07-14,Self-serve,Paid,2043.95
2025-07-14,Self-serve,Referral,904.37
2025-07-15,Enterprise,Organic,6997.14
2025-07-15,Enterprise,Paid,4812.41
2025-07-15,Enterprise,Referral,2045.90
2025-07-15,SMB,Organic,5454.21
2025-07-15,SMB,Paid,3615.47
2025-07-15,SMB,Referral,1585.70
2025-07-15,Self-serve,Organic,3015.93
2025-07-15,Self-serve,Paid,2095.00
2025-07-15,Self-serve,Referral,894.68
2025-07-16,Enterprise,Organic,6684.35
2025-07-16,Enterprise,Paid,4673.66
2025-07-16,Enterprise,Referral,1938.00
2025-07-16,SMB,Organic,5312.38
2025-07-16,SMB,Paid,3524.95
2025-07-16,SMB,Referral,1546.09
2025-07-16,Self-serve,Organic,2938.08
2025-07-16,Self-serve,Paid,2097.33
2025-07-16,Self-serve,Referral,832.77
2025-07-17,Enterprise,Organic,6854.20
2025-07-17,Enterprise,Paid,4578.14
2025-07-17,Enterprise,Referral,2076.03
2025-07-17,SMB,Organic,5117.79
2025-07-17,SMB,Paid,3629.26
2025-07-17,SMB,Referral,1647.11
2025-07-17,Self-serve,Organic,2942.33
2025-07-17,Self-serve,Paid,2154.10
2025-07-17,Self-serve,Referral,891.15
2025-07-18,Enterprise,Organic,6637.42
2025-07-18,Enterprise,Paid,4598.63
2025-07-18,Enterprise,Referral,2016.74
2025-07-18,SMB,Organic,4994.03
2025-07-18,SMB,Paid,3463.86
2025-07-18,SMB,Referral,1500.36
2025-07-18,Self-serve,Organic,2922.37
2025-07-18,Self-serve,Paid,2026.05
2025-07-18,Self-serve,Referral,892.72
2025-07-19,Enterprise,Organic,5507.21
2025-07-19,Enterprise,Paid,3601.23
2025-07-19,Enterprise,Referral,1554.92
2025-07-19,SMB,Organic,3944.43
2025-07-19,SMB,Paid,3061.18
2025-07-19,SMB,Referral,1247.92
2025-07-19,Self-serve,Organic,2389.36
2025-07-19,Self-serve,Paid,1582.52
2025-07-19,Self-serve,Referral,706.61
2025-07-20,Enterprise,Organic,5385.57
2025-07-20,Enterprise,Paid,3685.02
2025-07-20,Enterprise,Referral,1642.71
2025-07-20,SMB,Organic,4411.89
2025-07-20,SMB,Paid,2805.97
2025-07-20,SMB,Referral,1199.77
2025-07-20,Self-serve,Organic,2295.49
2025-07-20,Self-serve,Paid,1729.82
2025-07-20,Self-serve,Referral,729.39
2025-07-21,Enterprise,Organic,6798.48
2025-07-21,Enterprise,Paid,4783.61
2025-07-21,Enterprise,Referral,1997.71
2025-07-21,SMB,Organic,5451.06
2025-07-21,SMB,Paid,3674.15
2025-07-21,SMB,Referral,1580.36
2025-07-21,Self-serve,Organic,3089.29
2025-07-21,Self-serve,Paid,2111.74
2025-07-21,Self-serve,Referral,903.75
2025-07-22,Enterprise,Organic,6834.53
2025-07-22,Enterprise,Paid,4896.77
2025-07-22,Enterprise,Referral,2150.95
2025-07-22,SMB,Organic,5407.40
2025-07-22,SMB,Paid,3809.49
2025-07-22,SMB,Referral,1584.66
2025-07-22,Self-serve,Organic,2972.13
2025-07-22,Self-serve,Paid,2167.33
2025-07-22,Self-serve,Referral,915.66
2025-07-23,Enterprise,Organic,6425.39
2025-07-23,Enterprise,Paid,4652.05
2025-07-23,Enterprise,Referral,2008.55
2025-07-23,SMB,Organic,5140.38
2025-07-23,SMB,Paid,3816.67
2025-07-23,SMB,Referral,1588.64
2025-07-23,Self-serve,Organic,3105.93
2025-07-23,Self-serve,Paid,2104.63
2025-07-23,Self-serve,Referral,897.10
2025-07-24,Enterprise,Organic,6529.10
2025-07-24,Enterprise,Paid,4704.18
2025-07-24,Enterprise,Referral,2016.15
2025-07-24,SMB,Organic,5010.71
2025-07-24,SMB,Paid,3598.30
2025-07-24,SMB,Referral,1552.30
2025-07-24,Self-serve,Organic,3022.75
2025-07-24,Self-serve,Paid,2118.93
2025-07-24,Self-serve,Referral,880.09
2025-07-25,Enterprise,Organic,6689.80
2025-07-25,Enterprise,Paid,4592.68
2025-07-25,Enterprise,Referral,1808.72
2025-07-25,SMB,Organic,5056.39
2025-07-25,SMB,Paid,3707.96
2025-07-25,SMB,Referral,1461.64
2025-07-25,Self-serve,Organic,2941.91
2025-07-25,Self-serve,Paid,2150.01
2025-07-25,Self-serve,Referral,859.53
2025-07-26,Enterprise,Organic,5333.46
2025-07-26,Enterprise,Paid,3587.14
2025-07-26,Enterprise,Referral,1678.04
2025-07-26,SMB,Organic,4137.61
2025-07-26,SMB,Paid,2907.65
2025-07-26,SMB,Referral,1294.95
2025-07-26,Self-serve,Organic,2417.31
2025-07-26,Self-serve,Paid,1615.61
2025-07-26,Self-serve,Referral,697.27
2025-07-27,Enterprise,Organic,5417.13
2025-07-27,Enterprise,Paid,3666.55
2025-07-27,Enterprise,Referral,1499.65
2025-07-27,SMB,Organic,4145.05
2025-07-27,SMB,Paid,2777.13
2025-07-27,SMB,Referral,1305.90
2025-07-27,Self-serve,Organic,2384.97
2025-07-27,Self-serve,Paid,1615.58
2025-07-27,Self-serve,Referral,696.80
2025-07-28,Enterprise,Organic,6479.76
2025-07-28,Enterprise,Paid,4649.78
2025-07-28,Enterprise,Referral,2123.56
2025-07-28,SMB,Organic,5700.35
2025-07-28,SMB,Paid,3821.35
2025-07-28,SMB,Referral,1598.37
2025-07-28,Self-serve,Organic,3013.38
2025-07-28,Self-serve,Paid,2075.73
2025-07-28,Self-serve,Referral,972.48
2025-07-29,Enterprise,Organic,6836.30
2025-07-29,Enterprise,Paid,5118.12
2025-07-29,Enterprise,Referral,2148.80
2025-07-29,SMB,Organic,5068.14
2025-07-29,SMB,Paid,3668.40
2025-07-29,SMB,Referral,1572.02
2025-07-29,Self-serve,Organic,3048.34
2025-07-29,Self-serve,Paid,2135.09
2025-07-29,Self-serve,Referral,999.10
2025-07-30,Enterprise,Organic,6535.66
2025-07-30,Enterprise,Paid,4760.22
2025-07-30,Enterprise,Referral,2063.65
2025-07-30,SMB,Organic,5252.81
2025-07-30,SMB,Paid,3689.29
2025-07-30,SMB,Referral,1526.52
2025-07-30,Self-serve,Organic,3011.34
2025-07-30,Self-serve,Paid,2133.46
2025-07-30,Self-serve,Referral,909.37
2025-07-31,Enterprise,Organic,6875.58
2025-07-31,Enterprise,Paid,4932.49
2025-07-31,Enterprise,Referral,2084.99
2025-07-31,SMB,Organic,5268.98
2025-07-31,SMB,Paid,3551.03
2025-07-31,SMB,Referral,1548.93
2025-07-31,Self-serve,Organic,2984.62
2025-07-31,Self-serve,Paid,2119.01
2025-07-31,Self-serve,Referral,888.39
2025-08-01,Enterprise,Organic,6451.94
2025-08-01,Enterprise,Paid,4481.16
2025-08-01,Enterprise,Referral,1892.84
2025-08-01,SMB,Organic,5126.72
2025-08-01,SMB,Paid,3454.83
2025-08-01,SMB,Referral,1502.44
2025-08-01,Self-serve,Organic,2915.49
2025-08-01,Self-serve,Paid,1982.48
2025-08-01,Self-serve,Referral,895.19
2025-08-02,Enterprise,Organic,5485.63
2025-08-02,Enterprise,Paid,3694.60
2025-08-02,Enterprise,Referral,1588.83
2025-08-02,SMB,Organic,4241.21
2025-08-02,SMB,Paid,2859.16
2025-08-02,SMB,Referral,1222.77
2025-08-02,Self-serve,Organic,2470.71
2025-08-02,Self-serve,Paid,1713.85
2025-08-02,Self-serve,Referral,728.44
2025-08-03,Enterprise,Organic,5520.38
2025-08-03,Enterprise,Paid,3536.83
2025-08-03,Enterprise,Referral,1676.81
2025-08-03,SMB,Organic,4226.76
2025-08-03,SMB,Paid,3013.01
2025-08-03,SMB,Referral,1267.84
2025-08-03,Self-serve,Organic,2390.71
2025-08-03,Self-serve,Paid,1657.25
2025-08-03,Self-serve,Referral,724.05
2025-08-04,Enterprise,Organic,6847.34
2025-08-04,Enterprise,Paid,4964.36
2025-08-04,Enterprise,Referral,1974.91
2025-08-04,SMB,Organic,5288.64
2025-08-04,SMB,Paid,3994.04
2025-08-04,SMB,Referral,1582.50
2025-08-04,Self-serve,Organic,3050.00
2025-08-04,Self-serve,Paid,2093.46
2025-08-04,Self-serve,Referral,930.88
2025-08-05,Enterprise,Organic,6765.30
2025-08-05,Enterprise,Paid,4815.71
2025-08-05,Enterprise,Referral,2128.29
2025-08-05,SMB,Organic,5267.96
2025-08-05,SMB,Paid,3855.64
2025-08-05,SMB,Referral,1654.04
2025-08-05,Self-serve,Organic,3172.03
2025-08-05,Self-serve,Paid,2161.38
2025-08-05,Self-serve,Referral,1012.11
2025-08-06,Enterprise,Organic,7011.01
2025-08-06,Enterprise,Paid,4803.57
2025-08-06,Enterprise,Referral,1985.23
2025-08-06,SMB,Organic,5270.39
2025-08-06,SMB,Paid,3858.37
2025-08-06,SMB,Referral,1667.06
2025-08-06,Self-serve,Organic,3154.40
2025-08-06,Self-serve,Paid,2164.12
2025-08-06,Self-serve,Referral,872.00
2025-08-07,Enterprise,Organic,6901.43
2025-08-07,Enterprise,Paid,4584.09
2025-08-07,Enterprise,Referral,1949.55
2025-08-07,SMB,Organic,5328.42
2025-08-07,SMB,Paid,3761.45
2025-08-07,SMB,Referral,1630.15
2025-08-07,Self-serve,Organic,3068.21
2025-08-07,Self-serve,Paid,2149.93
2025-08-07,Self-serve,Referral,880.15
2025-08-08,Enterprise,Organic,6658.54
2025-08-08,Enterprise,Paid,4464.30
2025-08-08,Enterprise,Referral,1883.44
2025-08-08,SMB,Organic,5310.66
2025-08-08,SMB,Paid,3554.49
2025-08-08,SMB,Referral,1599.36
2025-08-08,Self-serve,Organic,3067.41
2025-08-08,Self-serve,Paid,2039.48
2025-08-08,Self-serve,Referral,906.38
2025-08-09,Enterprise,Organic,5292.70
2025-08-09,Enterprise,Paid,3570.55
2025-08-09,Enterprise,Referral,1625.93
2025-08-09,SMB,Organic,4140.52
2025-08-09,SMB,Paid,2901.08
2025-08-09,SMB,Referral,1334.62
2025-08-09,Self-serve,Organic,2290.06
2025-08-09,Self-serve,Paid,1699.24
2025-08-09,Self-serve,Referral,698.49
2025-08-10,Enterprise,Organic,5551.83
2025-08-10,Enterprise,Paid,3817.07
2025-08-10,Enterprise,Referral,1639.82
2025-08-10,SMB,Organic,4084.40
2025-08-10,SMB,Paid,2874.91
2025-08-10,SMB,Referral,1296.15
2025-08-10,Self-serve,Organic,2529.64
2025-08-10,Self-serve,Paid,1705.65
2025-08-10,Self-serve,Referral,701.21
2025-08-11,Enterprise,Organic,7025.58
2025-08-11,Enterprise,Paid,5222.94
2025-08-11,Enterprise,Referral,2092.87
2025-08-11,SMB,Organic,5646.56
2025-08-11,SMB,Paid,3702.44
2025-08-11,SMB,Referral,1620.75
2025-08-11,Self-serve,Organic,3148.50
2025-08-11,Self-serve,Paid,2189.53
2025-08-11,Self-serve,Referral,905.99
2025-08-12,Enterprise,Organic,6791.93
2025-08-12,Enterprise,Paid,5017.16
2025-08-12,Enterprise,Referral,2162.94
2025-08-12,SMB,Organic,5659.71
2025-08-12,SMB,Paid,3994.97
2025-08-12,SMB,Referral,1630.79
2025-08-12,Self-serve,Organic,3064.89
2025-08-12,Self-serve,Paid,2253.41
2025-08-12,Self-serve,Referral,947.99
2025-08-13,Enterprise,Organic,6636.55
2025-08-13,Enterprise,Paid,4638.23
2025-08-13,Enterprise,Referral,2081.70
2025-08-13,SMB,Organic,5290.23
2025-08-13,SMB,Paid,3720.01
2025-08-13,SMB,Referral,1646.89
2025-08-13,Self-serve,Organic,3108.36
2025-08-13,Self-serve,Paid,2212.28
2025-08-13,Self-serve,Referral,858.91
2025-08-14,Enterprise,Organic,6896.13
2025-08-14,Enterprise,Paid,4890.72
2025-08-14,Enterprise,Referral,1959.20
2025-08-14,SMB,Organic,5218.61
2025-08-14,SMB,Paid,3632.28
2025-08-14,SMB,Referral,1598.00
2025-08-14,Self-serve,Organic,3190.37
2025-08-14,Self-serve,Paid,2258.48
2025-08-14,Self-serve,Referral,890.25
2025-08-15,Enterprise,Organic,6827.03
2025-08-15,Enterprise,Paid,4783.47
2025-08-15,Enterprise,Referral,2039.71
2025-08-15,SMB,Organic,5289.91
2025-08-15,SMB,Paid,3692.48
2025-08-15,SMB,Referral,1647.60
2025-08-15,Self-serve,Organic,3085.84
2025-08-15,Self-serve,Paid,2024.43
2025-08-15,Self-serve,Referral,917.51
2025-08-16,Enterprise,Organic,5578.61
2025-08-16,Enterprise,Paid,3839.14
2025-08-16,Enterprise,Referral,1685.27
2025-08-16,SMB,Organic,4249.63
2025-08-16,SMB,Paid,2975.84
2025-08-16,SMB,Referral,1272.35
2025-08-16,Self-serve,Organic,2268.53
2025-08-16,Self-serve,Paid,1686.24
2025-08-16,Self-serve,Referral,709.90
2025-08-17,Enterprise,Organic,5244.36
2025-08-17,Enterprise,Paid,3970.30
2025-08-17,Enterprise,Referral,1656.05
2025-08-17,SMB,Organic,4225.71
2025-08-17,SMB,Paid,2910.48
2025-08-17,SMB,Referral,1280.12
2025-08-17,Self-serve,Organic,2488.74
2025-08-17,Self-serve,Paid,1649.83
2025-08-17,Self-serve,Referral,724.95
2025-08-18,Enterprise,Organic,7179.97
2025-08-18,Enterprise,Paid,4613.91
2025-08-18,Enterprise,Referral,2095.69
2025-08-18,SMB,Organic,5372.59
2025-08-18,SMB,Paid,3794.58
2025-08-18,SMB,Referral,1608.23
2025-08-18,Self-serve,Organic,3122.94
2025-08-18,Self-serve,Paid,2302.71
2025-08-18,Self-serve,Referral,923.96
2025-08-19,Enterprise,Organic,7065.15
2025-08-19,Enterprise,Paid,5196.09
2025-08-19,Enterprise,Referral,2066.49
2025-08-19,SMB,Organic,5744.01
2025-08-19,SMB,Paid,3813.82
2025-08-19,SMB,Referral,1721.59
2025-08-19,Self-serve,Organic,3182.88
2025-08-19,Self-serve,Paid,2199.05
2025-08-19,Self-serve,Referral,932.01
2025-08-20,Enterprise,Organic,6751.36
2025-08-20,Enterprise,Paid,4827.07
2025-08-20,Enterprise,Referral,2119.62
2025-08-20,SMB,Organic,5349.14
2025-08-20,SMB,Paid,3710.29
2025-08-20,SMB,Referral,1593.29
2025-08-20,Self-serve,Organic,3148.90
2025-08-20,Self-serve,Paid,2219.17
2025-08-20,Self-serve,Referral,899.00
2025-08-21,Enterprise,Organic,6748.06
2025-08-21,Enterprise,Paid,4875.19
2025-08-21,Enterprise,Referral,2160.52
2025-08-21,SMB,Organic,5540.05
2025-08-21,SMB,Paid,3608.34
2025-08-21,SMB,Referral,1594.05
2025-08-21,Self-serve,Organic,2975.08
2025-08-21,Self-serve,Paid,2125.17
2025-08-21,Self-serve,Referral,962.35
2025-08-22,Enterprise,Organic,6473.56
2025-08-22,Enterprise,Paid,4503.62
2025-08-22,Enterprise,Referral,1978.22
2025-08-22,SMB,Organic,5304.78
2025-08-22,SMB,Paid,3750.18
2025-08-22,SMB,Referral,1598.54
2025-08-22,Self-serve,Organic,3434.02
2025-08-22,Self-serve,Paid,1653.84
2025-08-22,Self-serve,Referral,1031.59
2025-08-23,Enterprise,Organic,5415.32
2025-08-23,Enterprise,Paid,3910.52
2025-08-23,Enterprise,Referral,1574.84
2025-08-23,SMB,Organic,4252.36
2025-08-23,SMB,Paid,2997.30
2025-08-23,SMB,Referral,1319.74
2025-08-23,Self-serve,Organic,1962.36
2025-08-23,Self-serve,Paid,1707.03
2025-08-23,Self-serve,Referral,632.92
2025-08-24,Enterprise,Organic,5554.24
2025-08-24,Enterprise,Paid,3919.19
2025-08-24,Enterprise,Referral,1704.76
2025-08-24,SMB,Organic,4187.13
2025-08-24,SMB,Paid,3061.66
2025-08-24,SMB,Referral,1328.75
2025-08-24,Self-serve,Organic,1946.96
2025-08-24,Self-serve,Paid,1828.61
2025-08-24,Self-serve,Referral,814.32
2025-08-25,Enterprise,Organic,6985.96
2025-08-25,Enterprise,Paid,4749.41
2025-08-25,Enterprise,Referral,2171.93
2025-08-25,SMB,Organic,5278.97
2025-08-25,SMB,Paid,3812.71
2025-08-25,SMB,Referral,1640.83
2025-08-25,Self-serve,Organic,3400.76
2025-08-25,Self-serve,Paid,2023.91
2025-08-25,Self-serve,Referral,860.79
2025-08-26,Enterprise,Organic,7067.64
2025-08-26,Enterprise,Paid,5081.64
2025-08-26,Enterprise,Referral,2259.09
2025-08-26,SMB,Organic,5232.93
2025-08-26,SMB,Paid,3872.85
2025-08-26,SMB,Referral,1590.64
2025-08-26,Self-serve,Organic,3518.94
2025-08-26,Self-serve,Paid,1942.72
2025-08-26,Self-serve,Referral,862.67
2025-08-27,Enterprise,Organic,6799.88
2025-08-27,Enterprise,Paid,4834.50
2025-08-27,Enterprise,Referral,2096.81
2025-08-27,SMB,Organic,5462.10
2025-08-27,SMB,Paid,3768.13
2025-08-27,SMB,Referral,1550.75
2025-08-27,Self-serve,Organic,3348.17
2025-08-27,Self-serve,Paid,2139.75
2025-08-27,Self-serve,Referral,1053.03
2025-08-28,Enterprise,Organic,6781.16
2025-08-28,Enterprise,Paid,4616.66
2025-08-28,Enterprise,Referral,2076.36
2025-08-28,SMB,Organic,5598.15
2025-08-28,SMB,Paid,3790.27
2025-08-28,SMB,Referral,1606.91
2025-08-28,Self-serve,Organic,2754.13
2025-08-28,Self-serve,Paid,2615.06
2025-08-28,Self-serve,Referral,808.39
2025-08-29,Enterprise,Organic,6655.38
2025-08-29,Enterprise,Paid,4843.85
2025-08-29,Enterprise,Referral,1927.39
2025-08-29,SMB,Organic,5493.90
2025-08-29,SMB,Paid,3773.46
2025-08-29,SMB,Referral,1630.29
2025-08-29,Self-serve,Organic,3228.46
2025-08-29,Self-serve,Paid,2075.26
2025-08-29,Self-serve,Referral,790.14
2025-08-30,Enterprise,Organic,5476.74
2025-08-30,Enterprise,Paid,3737.26
2025-08-30,Enterprise,Referral,1674.02
2025-08-30,SMB,Organic,4381.19
2025-08-30,SMB,Paid,3127.02
2025-08-30,SMB,Referral,1297.61
2025-08-30,Self-serve,Organic,2718.53
2025-08-30,Self-serve,Paid,1649.39
2025-08-30,Self-serve,Referral,690.77
2025-08-31,Enterprise,Organic,5582.83
2025-08-31,Enterprise,Paid,3808.55
2025-08-31,Enterprise,Referral,1664.72
2025-08-31,SMB,Organic,4145.06
2025-08-31,SMB,Paid,2917.69
2025-08-31,SMB,Referral,1308.89
2025-08-31,Self-serve,Organic,2709.64
2025-08-31,Self-serve,Paid,1507.79
2025-08-31,Self-serve,Referral,793.65
2025-09-01,Enterprise,Organic,6970.27
2025-09-01,Enterprise,Paid,4960.89
2025-09-01,Enterprise,Referral,2215.38
2025-09-01,SMB,Organic,5642.84
2025-09-01,SMB,Paid,3948.64
2025-09-01,SMB,Referral,1747.46
2025-09-01,Self-serve,Organic,2879.41
2025-09-01,Self-serve,Paid,1940.20
2025-09-01,Self-serve,Referral,861.73
2025-09-02,Enterprise,Organic,7035.48
2025-09-02,Enterprise,Paid,4612.18
2025-09-02,Enterprise,Referral,2113.65
2025-09-02,SMB,Organic,5424.05
2025-09-02,SMB,Paid,3950.65
2025-09-02,SMB,Referral,1671.73
2025-09-02,Self-serve,Organic,2921.34
2025-09-02,Self-serve,Paid,2363.50
2025-09-02,Self-serve,Referral,1028.22
2025-09-03,Enterprise,Organic,6803.76
2025-09-03,Enterprise,Paid,4802.93
2025-09-03,Enterprise,Referral,1949.82
2025-09-03,SMB,Organic,5239.47
2025-09-03,SMB,Paid,3707.23
2025-09-03,SMB,Referral,1628.63
2025-09-03,Self-serve,Organic,2740.30
2025-09-03,Self-serve,Paid,2031.73
2025-09-03,Self-serve,Referral,790.56
2025-09-04,Enterprise,Organic,7006.12
2025-09-04,Enterprise,Paid,4941.55
2025-09-04,Enterprise,Referral,2116.34
2025-09-04,SMB,Organic,5423.39
2025-09-04,SMB,Paid,3619.51
2025-09-04,SMB,Referral,1596.16
2025-09-04,Self-serve,Organic,2944.87
2025-09-04,Self-serve,Paid,2062.46
2025-09-04,Self-serve,Referral,937.83
2025-09-05,Enterprise,Organic,7137.45
2025-09-05,Enterprise,Paid,4908.04
2025-09-05,Enterprise,Referral,1992.58
2025-09-05,SMB,Organic,5432.02
2025-09-05,SMB,Paid,3798.16
2025-09-05,SMB,Referral,1558.48
2025-09-05,Self-serve,Organic,3355.35
2025-09-05,Self-serve,Paid,2088.04
2025-09-05,Self-serve,Referral,756.54
2025-09-06,Enterprise,Organic,5608.76
2025-09-06,Enterprise,Paid,3898.45
2025-09-06,Enterprise,Referral,1648.62
2025-09-06,SMB,Organic,4298.76
2025-09-06,SMB,Paid,2947.53
2025-09-06,SMB,Referral,1314.71
2025-09-06,Self-serve,Organic,2455.99
2025-09-06,Self-serve,Paid,1730.03
2025-09-06,Self-serve,Referral,745.66
2025-09-07,Enterprise,Organic,5346.14
2025-09-07,Enterprise,Paid,3772.57
2025-09-07,Enterprise,Referral,1551.24
2025-09-07,SMB,Organic,4380.28
2025-09-07,SMB,Paid,2905.46
2025-09-07,SMB,Referral,1297.33
2025-09-07,Self-serve,Organic,2488.71
2025-09-07,Self-serve,Paid,1754.05
2025-09-07,Self-serve,Referral,711.72
2025-09-08,Enterprise,Organic,7112.43
2025-09-08,Enterprise,Paid,5238.41
2025-09-08,Enterprise,Referral,2247.86
2025-09-08,SMB,Organic,5706.90
2025-09-08,SMB,Paid,3919.19
2025-09-08,SMB,Referral,1612.68
2025-09-08,Self-serve,Organic,3235.55
2025-09-08,Self-serve,Paid,2206.58
2025-09-08,Self-serve,Referral,966.16
2025-09-09,Enterprise,Organic,6997.07
2025-09-09,Enterprise,Paid,4966.84
2025-09-09,Enterprise,Referral,2150.28
2025-09-09,SMB,Organic,5588.47
2025-09-09,SMB,Paid,3940.76
2025-09-09,SMB,Referral,1635.33
2025-09-09,Self-serve,Organic,3042.25
2025-09-09,Self-serve,Paid,2327.16
2025-09-09,Self-serve,Referral,1022.02
2025-09-10,Enterprise,Organic,7100.46
2025-09-10,Enterprise,Paid,4709.68
2025-09-10,Enterprise,Referral,2053.17
2025-09-10,SMB,Organic,5532.66
2025-09-10,SMB,Paid,3968.08
2025-09-10,SMB,Referral,1575.34
2025-09-10,Self-serve,Organic,3102.35
2025-09-10,Self-serve,Paid,2192.59
2025-09-10,Self-serve,Referral,958.42
2025-09-11,Enterprise,Organic,6940.14
2025-09-11,Enterprise,Paid,4678.41
2025-09-11,Enterprise,Referral,2142.93
2025-09-11,SMB,Organic,5638.15
2025-09-11,SMB,Paid,3808.41
2025-09-11,SMB,Referral,1656.12
2025-09-11,Self-serve,Organic,3072.27
2025-09-11,Self-serve,Paid,2126.29
2025-09-11,Self-serve,Referral,963.78
2025-09-12,Enterprise,Organic,6966.06
2025-09-12,Enterprise,Paid,4891.12
2025-09-12,Enterprise,Referral,2158.90
2025-09-12,SMB,Organic,5186.30
2025-09-12,SMB,Paid,3686.96
2025-09-12,SMB,Referral,1614.35
2025-09-12,Self-serve,Organic,3008.64
2025-09-12,Self-serve,Paid,2192.65
2025-09-12,Self-serve,Referral,912.97
2025-09-13,Enterprise,Organic,5400.79
2025-09-13,Enterprise,Paid,3904.27
2025-09-13,Enterprise,Referral,1678.50
2025-09-13,SMB,Organic,4450.93
2025-09-13,SMB,Paid,3066.42
2025-09-13,SMB,Referral,1316.83
2025-09-13,Self-serve,Organic,2497.79
2025-09-13,Self-serve,Paid,1722.03
2025-09-13,Self-serve,Referral,726.26
2025-09-14,Enterprise,Organic,5619.58
2025-09-14,Enterprise,Paid,3860.94
2025-09-14,Enterprise,Referral,1756.12
2025-09-14,SMB,Organic,4507.72
2025-09-14,SMB,Paid,3090.85
2025-09-14,SMB,Referral,1314.73
2025-09-14,Self-serve,Organic,2469.60
2025-09-14,Self-serve,Paid,1667.72
2025-09-14,Self-serve,Referral,738.02
2025-09-15,Enterprise,Organic,7191.04
2025-09-15,Enterprise,Paid,5053.01
2025-09-15,Enterprise,Referral,2181.07
2025-09-15,SMB,Organic,5730.19
2025-09-15,SMB,Paid,3822.20
2025-09-15,SMB,Referral,1638.54
2025-09-15,Self-serve,Organic,3325.01
2025-09-15,Self-serve,Paid,2282.02
2025-09-15,Self-serve,Referral,944.69
2025-09-16,Enterprise,Organic,7152.28
2025-09-16,Enterprise,Paid,5007.27
2025-09-16,Enterprise,Referral,2154.65
2025-09-16,SMB,Organic,5659.97
2025-09-16,SMB,Paid,4203.68
2025-09-16,SMB,Referral,1683.78
2025-09-16,Self-serve,Organic,3252.44
2025-09-16,Self-serve,Paid,2119.39
2025-09-16,Self-serve,Referral,942.80
2025-09-17,Enterprise,Organic,7308.33
2025-09-17,Enterprise,Paid,4993.49
2025-09-17,Enterprise,Referral,1836.12
2025-09-17,SMB,Organic,5593.01
2025-09-17,SMB,Paid,4058.34
2025-09-17,SMB,Referral,1546.17
2025-09-17,Self-serve,Organic,3275.45
2025-09-17,Self-serve,Paid,2010.51
2025-09-17,Self-serve,Referral,966.24
2025-09-18,Enterprise,Organic,7052.67
2025-09-18,Enterprise,Paid,4590.02
2025-09-18,Enterprise,Referral,2144.68
2025-09-18,SMB,Organic,5676.27
2025-09-18,SMB,Paid,3882.71
2025-09-18,SMB,Referral,1674.93
2025-09-18,Self-serve,Organic,3096.61
2025-09-18,Self-serve,Paid,2072.18
2025-09-18,Self-serve,Referral,960.12
2025-09-19,Enterprise,Organic,7290.93
2025-09-19,Enterprise,Paid,5013.43
2025-09-19,Enterprise,Referral,1954.25
2025-09-19,SMB,Organic,5143.04
2025-09-19,SMB,Paid,3675.81
2025-09-19,SMB,Referral,1539.12
2025-09-19,Self-serve,Organic,3082.88
2025-09-19,Self-serve,Paid,2180.60
2025-09-19,Self-serve,Referral,884.01
2025-09-20,Enterprise,Organic,5730.44
2025-09-20,Enterprise,Paid,3990.61
2025-09-20,Enterprise,Referral,1652.34
2025-09-20,SMB,Organic,4332.93
2025-09-20,SMB,Paid,2870.49
2025-09-20,SMB,Referral,1293.62
